County,id2,Population,Deaths,rate,high_rate,low_rate,post_rate_mm,post_low,post_high,post_rate_hyp,post_low_hyp,post_high_hyp,post_rate_hypypst,post_low_hypst,post_high_hypst,post_rate_hyp_pty,post_low_hyp_pty,post_high_hyp_pty,log_rate
"Lake County, Minnesota",27075,10625,0.0,0.0,0,1,3.7731057550571478e-06,7.194909983533926e-13,1.469091590989865e-05,2.9203467131745504e-06,7.077368994418478e-18,1.2628106300842086e-05,5.927866163799443e-06,1.9309392845352475e-11,1.98396811819199e-05,5.927866163799443e-06,1.9309392845352475e-11,1.98396811819199e-05,-16.977315754707732
"Lake County, Montana",30047,29758,19.0,6.384837690705021e-05,0,0,6.10431638942006e-05,3.6022053075501705e-05,8.963839186206208e-05,6.187315043044476e-05,3.6402131658818154e-05,8.956734240448476e-05,6.182021110315704e-05,3.5652213970073285e-05,8.890559223484293e-05,6.182021110315704e-05,3.5652213970073285e-05,8.890559223484293e-05,-9.658999396215247
"Lake County, Ohio",39085,228614,138.0,6.0363757250212146e-05,0,0,6.002957535881552e-05,5.009509814967899e-05,7.019183429883911e-05,6.0093105639681975e-05,5.050771093371765e-05,7.014664345277594e-05,6.011259014312946e-05,5.018434605182625e-05,7.031904662814675e-05,6.011259014312946e-05,5.018434605182625e-05,7.031904662814675e-05,-9.71512167864916
"Lake County, Oregon",41037,7837,0.0,0.0,0,1,4.945225767685533e-06,8.88917712935455e-16,1.9549778479093724e-05,3.6882868122520375e-06,4.0795178608597217e-17,1.6107350436549147e-05,3.3080588032665595e-06,8.008968256409912e-18,1.4651459942396544e-05,3.3080588032665595e-06,8.008968256409912e-18,1.4651459942396544e-05,-16.977315754707732
"Lake County, South Dakota",46079,12909,0.0,0.0,0,1,3.1807721093491843e-06,5.149580887633268e-15,1.209988245700032e-05,2.4466709004676695e-06,2.8623677050057773e-16,1.0830963882785944e-05,2.0759947237574767e-06,8.540579431120975e-17,9.277244411562466e-06,2.0759947237574767e-06,8.540579431120975e-17,9.277244411562466e-06,-16.977315754707732
"Lake County, Tennessee",47095,7560,0.0,0.0,0,1,4.896648143610588e-06,2.9244873989864825e-15,1.9106213606787596e-05,3.808505020003536e-06,6.245340744184675e-17,1.6782993562360647e-05,3.403090348003457e-06,2.6169062895228457e-17,1.5839557296458474e-05,3.403090348003457e-06,2.6169062895228457e-17,1.5839557296458474e-05,-16.977315754707732
"Lake and Peninsula Borough, Alaska",2164,1562,0.0,0.0,0,1,1.2941737202079948e-05,7.969482833181126e-17,5.082969342431965e-05,1.1625539242238112e-05,1.1391137608102777e-15,5.182295898958707e-05,1.0079587318532873e-05,1.8551757860442827e-19,4.614893018111956e-05,1.0079587318532873e-05,1.8551757860442827e-19,4.614893018111956e-05,-16.977315754707732
"Lake of the Woods County, Minnesota",27077,3814,0.0,0.0,0,1,8.123016530103892e-06,1.1998593466349527e-14,3.1461718642938055e-05,6.7008815830316454e-06,8.476079370290829e-15,2.8486646551429845e-05,5.856079372646072e-06,7.615115211815376e-16,2.7048555700007354e-05,5.856079372646072e-06,7.615115211815376e-16,2.7048555700007354e-05,-16.977315754707732
"Lamar County, Alabama",1075,13918,0.0,0.0,0,1,3.024335121307244e-06,2.2951353709139352e-17,1.1596448020801809e-05,2.2376770737866322e-06,5.99015099871094e-18,9.670563745628876e-06,1.9881913014088967e-06,1.2268196469178784e-17,9.156618390248437e-06,1.9881913014088967e-06,1.2268196469178784e-17,9.156618390248437e-06,-16.977315754707732
"Lamar County, Georgia",13171,18469,0.0,0.0,0,1,2.329700379969001e-06,5.0919140735236743e-14,8.992197867946047e-06,1.7397706520026164e-06,2.3644377117967373e-17,7.679010451459677e-06,1.532687308908858e-06,8.270825782584958e-25,7.270272928739803e-06,1.532687308908858e-06,8.270825782584958e-25,7.270272928739803e-06,-16.977315754707732
"Lamar County, Mississippi",28073,60914,11.0,1.805824605181075e-05,0,0,1.8224061816303446e-05,8.52161566631918e-06,2.8942028529906524e-05,1.812602359790673e-05,8.154227446154933e-06,2.8875030840783473e-05,1.8028956737745205e-05,8.295079696215665e-06,2.8629680663828798e-05,1.8028956737745205e-05,8.295079696215665e-06,2.8629680663828798e-05,-10.921908132531614
"Lamar County, Texas",48277,49791,11.0,2.209234600630636e-05,0,0,2.2035433744011914e-05,1.0667166593596336e-05,3.47658351576309e-05,2.2090300758958527e-05,1.0849716672472917e-05,3.629222937048874e-05,2.206414662613837e-05,1.050502968062947e-05,3.55044559109224e-05,2.206414662613837e-05,1.050502968062947e-05,3.55044559109224e-05,-10.720279343984503
"Lamb County, Texas",48279,13275,0.0,0.0,0,1,3.0949491748609252e-06,2.7383956103996644e-14,1.1776518082776826e-05,2.421785511121887e-06,2.624511864760162e-17,1.0433420897712335e-05,2.045018907204671e-06,2.8944670366349545e-18,9.373730846397195e-06,2.045018907204671e-06,2.8944670366349545e-18,9.373730846397195e-06,-16.977315754707732
"Lamoille County, Vermont",50015,25333,0.0,0.0,0,1,1.7291547503656905e-06,1.3495904404182669e-15,6.7990874816572676e-06,1.3034572638498997e-06,2.1594808170702778e-18,5.688512437055193e-06,2.705912901397785e-06,3.11046630871751e-11,8.934481392064941e-06,2.705912901397785e-06,3.11046630871751e-11,8.934481392064941e-06,-16.977315754707732
"Lampasas County, Texas",48281,20760,0.0,0.0,0,1,2.1360371083247345e-06,6.993191552690835e-14,8.295946019630362e-06,1.5427078530425599e-06,9.425961788151755e-17,6.68274673271925e-06,1.3882585111806752e-06,8.982434666917385e-19,6.368566809115059e-06,1.3882585111806752e-06,8.982434666917385e-19,6.368566809115059e-06,-16.977315754707732
"Lancaster County, Nebraska",31109,309637,148.0,4.7797905289096586e-05,0,0,4.757608088310448e-05,4.0598828152529504e-05,5.579376567666567e-05,4.768430110791493e-05,4.007891825557003e-05,5.543302875329339e-05,4.776686803683145e-05,4.054063792754555e-05,5.538757179784361e-05,4.776686803683145e-05,4.054063792754555e-05,5.538757179784361e-05,-9.94852874183093
"Lancaster County, Pennsylvania",42071,538500,232.0,4.308263695450325e-05,0,0,4.302662774639384e-05,3.76081465183535e-05,4.843459014153832e-05,4.305921560570365e-05,3.772596144737928e-05,4.890143655341248e-05,4.30033922067885e-05,3.7566524500154964e-05,4.856019937959204e-05,4.30033922067885e-05,3.7566524500154964e-05,4.856019937959204e-05,-10.052390496906316
"Lancaster County, South Carolina",45057,89594,19.0,2.1206777239547293e-05,0,0,2.1239617574989572e-05,1.2466978745622494e-05,3.107236400981155e-05,2.1215375860401524e-05,1.2061017355980914e-05,3.075478983320962e-05,2.124220666636144e-05,1.1938175371044428e-05,3.052087972194514e-05,2.124220666636144e-05,1.1938175371044428e-05,3.052087972194514e-05,-10.761189746262705
"Lancaster County, Virginia",51103,10972,0.0,0.0,0,1,3.675703846593524e-06,5.097986490423408e-12,1.466032648280228e-05,2.885776711606982e-06,6.075117959121305e-17,1.239355142497912e-05,2.433905485180971e-06,5.17331526191679e-20,1.1119616314898882e-05,2.433905485180971e-06,5.17331526191679e-20,1.1119616314898882e-05,-16.977315754707732
"Lander County, Nevada",32015,5702,0.0,0.0,0,1,6.179405951980511e-06,1.8233639704232493e-15,2.4360041909666578e-05,4.800134688398382e-06,3.6981001702652986e-21,2.0983793745552574e-05,4.364632170154507e-06,5.664002271866428e-19,2.0015859406118505e-05,4.364632170154507e-06,5.664002271866428e-19,2.0015859406118505e-05,-16.977315754707732
"Lane County, Kansas",20101,1636,0.0,0.0,0,1,1.2504111759756864e-05,1.4950723197503032e-13,4.962191798736839e-05,1.1568519008773535e-05,2.429302164122624e-16,5.092604907019766e-05,9.706137391199036e-06,7.93758001775238e-17,4.486628733518515e-05,9.706137391199036e-06,7.93758001775238e-17,4.486628733518515e-05,-16.977315754707732
"Lane County, Oregon",41039,369519,245.0,6.63024093483691e-05,0,0,6.60281016569897e-05,5.7770618266393225e-05,7.418689001209558e-05,6.615392977584207e-05,5.791188716303635e-05,7.440208110655302e-05,6.614058581885283e-05,5.7918260341975276e-05,7.439899873243176e-05,6.614058581885283e-05,5.7918260341975276e-05,7.439899873243176e-05,-9.621284321336677
"Langlade County, Wisconsin",55067,19221,12.0,6.243171531137818e-05,0,0,5.849921273880613e-05,2.8410293352178575e-05,9.038467709464918e-05,5.983884212753722e-05,3.0244171285857944e-05,9.397485771697789e-05,5.963442878197456e-05,2.8000370009287454e-05,9.224794762263736e-05,5.963442878197456e-05,2.8000370009287454e-05,9.224794762263736e-05,-9.681437153513176
"Lanier County, Georgia",13173,10399,0.0,0.0,0,1,3.870086085625898e-06,5.676710085142004e-13,1.4997271253985259e-05,2.958253795717788e-06,1.6127333350551233e-16,1.2860426208635104e-05,2.587874652143484e-06,1.0763964889958481e-16,1.1968546471369561e-05,2.587874652143484e-06,1.0763964889958481e-16,1.1968546471369561e-05,-16.977315754707732
"Lapeer County, Michigan",26087,88340,36.0,4.075164138555581e-05,0,0,4.0325414267629496e-05,2.7237056582563142e-05,5.3402752030444816e-05,4.045384550913623e-05,2.719727458055495e-05,5.3517223340401426e-05,4.051019307706127e-05,2.814889289052251e-05,5.383525924707234e-05,4.051019307706127e-05,2.814889289052251e-05,5.383525924707234e-05,-10.108014439688453
"Laramie County, Wyoming",56021,98136,83.0,8.457650607320453e-05,1,0,8.325778172085595e-05,6.535405625773364e-05,0.00010128290666344567,8.370828090800232e-05,6.588759257471697e-05,0.00010118776908248066,8.376757919163865e-05,6.560461472968963e-05,0.00010132248072759192,8.376757919163865e-05,6.560461472968963e-05,0.00010132248072759192,-9.377854035910035
"Larimer County, Colorado",8069,339993,234.0,6.88249463959552e-05,1,0,6.852015808224371e-05,5.9873155098056307e-05,7.742743134115361e-05,6.86678359495488e-05,6.0135360584853134e-05,7.747436435370568e-05,6.867092284579672e-05,6.0159803604291344e-05,7.769035232653169e-05,6.867092284579672e-05,6.0159803604291344e-05,7.769035232653169e-05,-9.583944285781454
"Larue County, Kentucky",21123,14096,0.0,0.0,0,1,2.951401911284022e-06,1.3214515974750384e-12,1.1188534205004975e-05,2.210415137224402e-06,1.3382764677434993e-18,9.79406770658626e-06,1.996415688751216e-06,3.9701136655062054e-18,9.049481742410274e-06,1.996415688751216e-06,3.9701136655062054e-18,9.049481742410274e-06,-16.977315754707732
"Las Animas County, Colorado",8071,14103,0.0,0.0,0,1,2.9859672376681035e-06,5.11133543739339e-16,1.2172745961893045e-05,2.2715398631535112e-06,5.529202595189565e-20,9.637704608543814e-06,1.999666276848392e-06,5.896119504495195e-17,9.060864267453213e-06,1.999666276848392e-06,5.896119504495195e-17,9.060864267453213e-06,-16.977315754707732
"Lassen County, California",6035,30870,19.0,6.154842889536767e-05,0,0,5.879279115467572e-05,3.458723824580967e-05,8.529035816145159e-05,5.9790540087484537e-05,3.400449792058979e-05,8.845998217652223e-05,5.957131215603266e-05,3.464813252647864e-05,8.721492222608564e-05,5.957131215603266e-05,3.464813252647864e-05,8.721492222608564e-05,-9.69568623132381
"Latah County, Idaho",16057,39196,0.0,0.0,0,1,1.1686996687369667e-06,1.2169788244580631e-16,4.576996458893355e-06,8.527182212824835e-07,3.2360425512548442e-21,3.6530366932135692e-06,1.7938388590063296e-06,3.4362691364333657e-12,5.986788827280086e-06,1.7938388590063296e-06,3.4362691364333657e-12,5.986788827280086e-06,-16.977315754707732
"Latimer County, Oklahoma",40077,10414,0.0,0.0,0,1,3.87240438002073e-06,1.2264177848189536e-14,1.4736843262308315e-05,2.8947157932055067e-06,4.956411406795082e-18,1.2489263717499952e-05,2.58684001621602e-06,7.14928807663345e-18,1.1682440174674292e-05,2.58684001621602e-06,7.14928807663345e-18,1.1682440174674292e-05,-16.977315754707732
"Lauderdale County, Alabama",1077,92318,19.0,2.0581035117745187e-05,0,0,2.0619784824924244e-05,1.191246859378987e-05,2.972918122381766e-05,2.0645387853502336e-05,1.2220242917970173e-05,3.057387850281128e-05,2.0593920924939495e-05,1.233586620731496e-05,3.0420092079895917e-05,2.0593920924939495e-05,1.233586620731496e-05,3.0420092079895917e-05,-10.791140531556705
"Lauderdale County, Mississippi",28075,77755,11.0,1.414700019291364e-05,0,0,1.4325636477711065e-05,6.755480612209363e-06,2.287041118649201e-05,1.4350348019231851e-05,6.75291975057641e-06,2.2757881898827287e-05,1.4227311342979599e-05,6.291216585130913e-06,2.2325855966325293e-05,1.4227311342979599e-05,6.291216585130913e-06,2.2325855966325293e-05,-11.166007956851113
"Lauderdale County, Tennessee",47097,26773,0.0,0.0,0,1,1.6495784673633811e-06,2.043484243113435e-13,6.3323969414206174e-06,1.2719003347670237e-06,5.553571122548629e-17,5.4442025105495705e-06,1.0853308349320414e-06,1.0362116926573252e-18,5.0015936987465345e-06,1.0853308349320414e-06,1.0362116926573252e-18,5.0015936987465345e-06,-16.977315754707732
"Laurel County, Kentucky",21125,60250,17.0,2.8215767634854773e-05,0,0,2.804693849346347e-05,1.563587631271046e-05,4.1691736642890415e-05,2.8004705218602927e-05,1.589359083067314e-05,4.1808461643934624e-05,2.799455998694189e-05,1.5371322498974634e-05,4.1133663318043485e-05,2.799455998694189e-05,1.5371322498974634e-05,4.1133663318043485e-05,-10.47562960029073
"Laurens County, Georgia",13175,47516,11.0,2.315009680949575e-05,0,0,2.309197009237259e-05,1.0639944987194221e-05,3.648068028285141e-05,2.3243740180120128e-05,1.0884365089830984e-05,3.714572441935028e-05,2.310066127249665e-05,1.0741716897679258e-05,3.6609853344576345e-05,2.310066127249665e-05,1.0741716897679258e-05,3.6609853344576345e-05,-10.673511595605106
"Laurens County, South Carolina",45059,66777,12.0,1.7970259220989264e-05,0,0,1.8122890048546526e-05,8.54611463004671e-06,2.824489967975528e-05,1.8110151623436152e-05,8.824727107785596e-06,2.8479837531113903e-05,1.8048054489516002e-05,8.641043249258755e-06,2.8365616931790895e-05,1.8048054489516002e-05,8.641043249258755e-06,2.8365616931790895e-05,-10.926792432064765
"Lavaca County, Texas",48285,19809,0.0,0.0,0,1,2.1633964117276874e-06,3.0512377751626944e-14,8.465956771711123e-06,1.636675520662242e-06,7.553483712149237e-17,7.17776051600158e-06,1.4533624621341022e-06,8.153410811710156e-20,6.553267684643785e-06,1.4533624621341022e-06,8.153410811710156e-20,6.553267684643785e-06,-16.977315754707732
"Lawrence County, Alabama",1079,33244,11.0,3.30886776561184e-05,0,0,3.228601308589061e-05,1.4854901205115396e-05,5.092080095529453e-05,3.2712753648507785e-05,1.5453597549977726e-05,5.189572826155512e-05,3.259359628508648e-05,1.4545565926273582e-05,5.123628019058394e-05,3.259359628508648e-05,1.4545565926273582e-05,5.123628019058394e-05,-10.316319398868592
"Lawrence County, Arkansas",5075,16735,0.0,0.0,0,1,2.5161736093711267e-06,1.7025006158552006e-14,9.577523324710606e-06,1.8859702228881507e-06,7.243718298653536e-18,8.427900300711148e-06,1.7270239698697114e-06,2.4080789828486187e-18,8.027924712377498e-06,1.7270239698697114e-06,2.4080789828486187e-18,8.027924712377498e-06,-16.977315754707732
"Lawrence County, Illinois",17101,16377,11.0,6.716736887097759e-05,0,0,6.20152022631839e-05,3.0201155132555044e-05,9.904189393538152e-05,6.371315940142551e-05,2.936103881687037e-05,0.00010046151040318497,6.341412445385804e-05,2.7613421772377055e-05,0.00010021857111598272,6.341412445385804e-05,2.7613421772377055e-05,0.00010021857111598272,-9.608323010645542
"Lawrence County, Indiana",18093,45518,23.0,5.052946087262182e-05,0,0,4.9167295737260424e-05,3.069576761722711e-05,7.023881266577406e-05,4.971164516213222e-05,3.060305891247539e-05,7.032416862454317e-05,4.968548530614371e-05,3.053427795783021e-05,7.05742575163194e-05,4.968548530614371e-05,3.053427795783021e-05,7.05742575163194e-05,-9.892954008168754
"Lawrence County, Kentucky",21127,15863,0.0,0.0,0,1,2.6790944841212932e-06,5.982166430360772e-16,1.0659031995831822e-05,1.9688480502461606e-06,1.012575173759331e-15,8.49551605240741e-06,1.7446166786574468e-06,1.0017150989928028e-15,8.069994588365307e-06,1.7446166786574468e-06,1.0017150989928028e-15,8.069994588365307e-06,-16.977315754707732
"Lawrence County, Mississippi",28077,12749,0.0,0.0,0,1,3.1429223986826723e-06,7.041037397232852e-16,1.216287529823618e-05,2.428300970476222e-06,4.01065708809898e-17,1.055861408227563e-05,2.19074350032538e-06,3.144121507706064e-17,9.96228133698427e-06,2.19074350032538e-06,3.144121507706064e-17,9.96228133698427e-06,-16.977315754707732
"Lawrence County, Missouri",29109,38381,0.0,0.0,0,1,1.1885283842422588e-06,1.2664986100984416e-12,4.580181125330005e-06,8.40192560302617e-07,1.3142960067889736e-16,3.653796376060093e-06,7.667584204081534e-07,5.02146477723665e-19,3.434892041358721e-06,7.667584204081534e-07,5.02146477723665e-19,3.434892041358721e-06,-16.977315754707732
"Lawrence County, Ohio",39087,60872,15.0,2.4641871467998422e-05,0,0,2.4682156388107358e-05,1.3528399486216791e-05,3.7507556017397765e-05,2.4644172509314152e-05,1.281341303902633e-05,3.7299507334135345e-05,2.4492052881368713e-05,1.2753695258585697e-05,3.751291850082883e-05,2.4492052881368713e-05,1.2753695258585697e-05,3.751291850082883e-05,-10.611063469748194
"Lawrence County, Pennsylvania",42073,87294,30.0,3.436662313561069e-05,0,0,3.4095973531117007e-05,2.201816570019789e-05,4.6170941257208914e-05,3.412057811806366e-05,2.2350996996856707e-05,4.614051114262701e-05,3.417183390446415e-05,2.269804234921604e-05,4.667619063331167e-05,3.417183390446415e-05,2.269804234921604e-05,4.667619063331167e-05,-10.278424722275334
"Lawrence County, South Dakota",46081,25281,0.0,0.0,0,1,1.7478040210713571e-06,1.045567998887711e-14,6.788018663648518e-06,1.3093856311190606e-06,3.194635682506817e-20,5.710637141365681e-06,1.1473722846854848e-06,4.0856564741880443e-20,5.107592005545456e-06,1.1473722846854848e-06,4.0856564741880443e-20,5.107592005545456e-06,-16.977315754707732
"Lawrence County, Tennessee",47099,43081,13.0,3.0175715512638984e-05,0,0,2.969882691699498e-05,1.4489794966179048e-05,4.6024321170768554e-05,2.9862406081984966e-05,1.521879933742346e-05,4.652811945574723e-05,2.9793194667287902e-05,1.4940203409218301e-05,4.609491926155594e-05,2.9793194667287902e-05,1.4940203409218301e-05,4.609491926155594e-05,-10.408473079161094
"Le Flore County, Oklahoma",40079,49873,20.0,4.010185872115172e-05,0,0,3.937878931854706e-05,2.292105420367867e-05,5.644076181898587e-05,3.981313590586127e-05,2.4200922729761674e-05,5.757581247623065e-05,3.949856877122433e-05,2.3458664661235733e-05,5.648582570500285e-05,3.949856877122433e-05,2.3458664661235733e-05,5.648582570500285e-05,-10.124087872577556
"Le Sueur County, Minnesota",27079,27591,0.0,0.0,0,1,1.6333663963515735e-06,1.6036984789185193e-15,6.308529285022762e-06,1.204826048626153e-06,9.495117695687578e-17,5.284054266183922e-06,1.0466247123334611e-06,4.0902810762402993e-17,4.692340950758965e-06,1.0466247123334611e-06,4.0902810762402993e-17,4.692340950758965e-06,-16.977315754707732
"Lea County, New Mexico",35025,69749,29.0,4.157765702734089e-05,0,0,4.1009529837927553e-05,2.7109493280929986e-05,5.583681962801662e-05,4.116575386896354e-05,2.7066360469910155e-05,5.6628350707654385e-05,4.1136451934138754e-05,2.703622379500427e-05,5.6166114339548555e-05,4.1136451934138754e-05,2.703622379500427e-05,5.6166114339548555e-05,-10.087947625670846
